1,0.496,14.8,29.8,0.251,0.499,13.3,69.3,0.208,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271
0,0.496,14.8,29.8,0.251,0.499,13.3,69.3,0.208,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271
0,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271,0.496,14.8,29.8,0.251,0.499,13.3,69.3,0.208
1,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271,0.496,14.8,29.8,0.251,0.499,13.3,69.3,0.208
0,0.496,14.8,29.8,0.251,0.499,13.3,69.3,0.208,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271
0,0.483,12.7,30.6,0.244,0.48,13.5,68.5,0.24,0.521,13.4,28.7,0.236,0.478,15.9,66.1,0.223
1,0.483,12.7,30.6,0.244,0.48,13.5,68.5,0.24,0.521,13.4,28.7,0.236,0.478,15.9,66.1,0.223
0,0.521,13.4,28.7,0.236,0.478,15.9,66.1,0.223,0.483,12.7,30.6,0.244,0.48,13.5,68.5,0.24
1,0.521,13.4,28.7,0.236,0.478,15.9,66.1,0.223,0.483,12.7,30.6,0.244,0.48,13.5,68.5,0.24
0,0.483,12.7,30.6,0.244,0.48,13.5,68.5,0.24,0.521,13.4,28.7,0.236,0.478,15.9,66.1,0.223
0,0.476,15.8,33,0.256,0.46,13.4,71.4,0.249,0.519,14,31.6,0.285,0.467,14.1,68.8,0.245
0,0.476,15.8,33,0.256,0.46,13.4,71.4,0.249,0.519,14,31.6,0.285,0.467,14.1,68.8,0.245
0,0.519,14,31.6,0.285,0.467,14.1,68.8,0.245,0.476,15.8,33,0.256,0.46,13.4,71.4,0.249
1,0.519,14,31.6,0.285,0.467,14.1,68.8,0.245,0.476,15.8,33,0.256,0.46,13.4,71.4,0.249
1,0.493,15.6,30.6,0.241,0.437,12.2,72.2,0.218,0.5,14,29.7,0.217,0.471,15.3,70,0.227
0,0.493,15.6,30.6,0.241,0.437,12.2,72.2,0.218,0.5,14,29.7,0.217,0.471,15.3,70,0.227
0,0.5,14,29.7,0.217,0.471,15.3,70,0.227,0.493,15.6,30.6,0.241,0.437,12.2,72.2,0.218
0,0.5,14,29.7,0.217,0.471,15.3,70,0.227,0.493,15.6,30.6,0.241,0.437,12.2,72.2,0.218
0,0.463,12.9,36.7,0.253,0.499,16.7,66.4,0.258,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22
0,0.463,12.9,36.7,0.253,0.499,16.7,66.4,0.258,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22
1,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22,0.463,12.9,36.7,0.253,0.499,16.7,66.4,0.258
0,0.476,14.7,29.5,0.218,0.455,14.7,74,0.282,0.494,14.5,31.5,0.243,0.452,14.2,69.6,0.257
1,0.476,14.7,29.5,0.218,0.455,14.7,74,0.282,0.494,14.5,31.5,0.243,0.452,14.2,69.6,0.257
1,0.494,14.5,31.5,0.243,0.452,14.2,69.6,0.257,0.476,14.7,29.5,0.218,0.455,14.7,74,0.282
0,0.494,14.5,31.5,0.243,0.452,14.2,69.6,0.257,0.476,14.7,29.5,0.218,0.455,14.7,74,0.282
1,0.476,14.7,29.5,0.218,0.455,14.7,74,0.282,0.494,14.5,31.5,0.243,0.452,14.2,69.6,0.257
0,0.478,16.5,30,0.266,0.46,16.8,71.1,0.264,0.502,14,27.9,0.262,0.453,14.4,67.8,0.236
0,0.478,16.5,30,0.266,0.46,16.8,71.1,0.264,0.502,14,27.9,0.262,0.453,14.4,67.8,0.236
0,0.502,14,27.9,0.262,0.453,14.4,67.8,0.236,0.478,16.5,30,0.266,0.46,16.8,71.1,0.264
1,0.502,14,27.9,0.262,0.453,14.4,67.8,0.236,0.478,16.5,30,0.266,0.46,16.8,71.1,0.264
0,0.481,14.1,33.9,0.275,0.468,13,69.1,0.194,0.495,14.6,30.4,0.259,0.493,14.6,70.8,0.224
0,0.481,14.1,33.9,0.275,0.468,13,69.1,0.194,0.495,14.6,30.4,0.259,0.493,14.6,70.8,0.224
0,0.495,14.6,30.4,0.259,0.493,14.6,70.8,0.224,0.481,14.1,33.9,0.275,0.468,13,69.1,0.194
1,0.495,14.6,30.4,0.259,0.493,14.6,70.8,0.224,0.481,14.1,33.9,0.275,0.468,13,69.1,0.194
0,0.493,15.6,30.6,0.241,0.437,12.2,72.2,0.218,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271
0,0.493,15.6,30.6,0.241,0.437,12.2,72.2,0.218,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271
0,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271,0.493,15.6,30.6,0.241,0.437,12.2,72.2,0.218
1,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271,0.493,15.6,30.6,0.241,0.437,12.2,72.2,0.218
0,0.493,15.6,30.6,0.241,0.437,12.2,72.2,0.218,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271
0,0.519,14,31.6,0.285,0.467,14.1,68.8,0.245,0.521,13.4,28.7,0.236,0.478,15.9,66.1,0.223
1,0.519,14,31.6,0.285,0.467,14.1,68.8,0.245,0.521,13.4,28.7,0.236,0.478,15.9,66.1,0.223
0,0.521,13.4,28.7,0.236,0.478,15.9,66.1,0.223,0.519,14,31.6,0.285,0.467,14.1,68.8,0.245
0,0.521,13.4,28.7,0.236,0.478,15.9,66.1,0.223,0.519,14,31.6,0.285,0.467,14.1,68.8,0.245
1,0.519,14,31.6,0.285,0.467,14.1,68.8,0.245,0.521,13.4,28.7,0.236,0.478,15.9,66.1,0.223
0,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22,0.495,14.6,30.4,0.259,0.493,14.6,70.8,0.224
1,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22,0.495,14.6,30.4,0.259,0.493,14.6,70.8,0.224
1,0.495,14.6,30.4,0.259,0.493,14.6,70.8,0.224,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22
1,0.495,14.6,30.4,0.259,0.493,14.6,70.8,0.224,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22
0,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22,0.495,14.6,30.4,0.259,0.493,14.6,70.8,0.224
0,0.476,14.7,29.5,0.218,0.455,14.7,74,0.282,0.502,14,27.9,0.262,0.453,14.4,67.8,0.236
0,0.476,14.7,29.5,0.218,0.455,14.7,74,0.282,0.502,14,27.9,0.262,0.453,14.4,67.8,0.236
0,0.502,14,27.9,0.262,0.453,14.4,67.8,0.236,0.476,14.7,29.5,0.218,0.455,14.7,74,0.282
1,0.502,14,27.9,0.262,0.453,14.4,67.8,0.236,0.476,14.7,29.5,0.218,0.455,14.7,74,0.282
0,0.476,14.7,29.5,0.218,0.455,14.7,74,0.282,0.502,14,27.9,0.262,0.453,14.4,67.8,0.236
0,0.519,14,31.6,0.285,0.467,14.1,68.8,0.245,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271
0,0.519,14,31.6,0.285,0.467,14.1,68.8,0.245,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271
1,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271,0.519,14,31.6,0.285,0.467,14.1,68.8,0.245
1,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271,0.519,14,31.6,0.285,0.467,14.1,68.8,0.245
0,0.502,14,27.9,0.262,0.453,14.4,67.8,0.236,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22
0,0.502,14,27.9,0.262,0.453,14.4,67.8,0.236,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22
0,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22,0.502,14,27.9,0.262,0.453,14.4,67.8,0.236
0,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22,0.502,14,27.9,0.262,0.453,14.4,67.8,0.236
0,0.502,14,27.9,0.262,0.453,14.4,67.8,0.236,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22
0,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22,0.502,14,27.9,0.262,0.453,14.4,67.8,0.236
0,0.502,14,27.9,0.262,0.453,14.4,67.8,0.236,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22
0,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271
1,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271
0,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22
0,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22
1,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22
1,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271
