Rk,Player,Pos,Age,Team,WinPct,G,GS,Mpg,MP,PER,TSpct,ORBpct,DRBpct,TRBpct,ASTpct,STLpct,BLKpct,TOVpct,OWS,DWS,WS,WSp48,OBPM,DBPM,BPM,VORP,BLK,TOV,PF,PTS,3PA,3P,FTA
1,Louis Williams,PG,27,ATL,0.463,60,7,24.1,1446,14.2,0.547,0.8,9.1,5,22.9,1.6,0.2,13.9,1.6,1,2.6,0.087,0.3,-2.1,-1.8,0.1,0.1,1.5,1.1,10.4,3.9,0.342,3
2,Jeff Teague,PG,25,ATL,0.463,79,79,32.2,2543.8,17.1,0.541,1.6,7.9,4.7,35.1,1.8,0.5,16.1,3.3,1.9,5.2,0.098,0.9,-2,-1.1,0.6,0.2,2.9,2,16.5,2.8,0.329,4.8
3,Mike Scott,PF,25,ATL,0.463,80,6,18.5,1480,15.3,0.559,4.9,17.2,11.1,8.9,1,0.4,10.3,1.3,1.2,2.6,0.084,-0.7,-2.3,-3,-0.4,0.1,1,1.5,9.6,2.5,0.31,1.7
4,Dennis Schroder,PG,20,ATL,0.463,49,0,13.1,641.9,5.8,0.442,0.9,9.9,5.4,22,1.3,0,22.8,-1.1,0.4,-0.7,-0.054,-6.2,-2.1,-8.3,-1,0,1.2,1.1,3.7,0.9,0.238,0.9
5,Dexter Pittman,C,25,ATL,0.463,2,0,1.5,3,13.1,0,100,0,57.9,0,0,0,0,0,0,0,-0.18,-5.4,-17.3,-22.7,0,0,0,0,0,0,,1
6,Mike Muscala,PF,22,ATL,0.463,20,0,10.8,216,10.8,0.48,9.2,18.7,14,5.2,0.7,3.7,13.2,-0.1,0.2,0.2,0.04,-5.6,-0.4,-6,-0.2,0.5,0.6,1.5,3.8,0.2,0,0.7
7,Paul Millsap,PF,28,ATL,0.463,74,73,33.5,2479,19.8,0.545,7.2,21.9,14.6,16.2,2.6,2.5,13.2,2.7,4,6.7,0.129,0.7,2.4,3.1,3.2,1.1,2.5,2.8,17.9,2.9,0.358,5.3
8,Shelvin Mack,PG,23,ATL,0.463,73,11,20.4,1489.2,13.2,0.51,1.6,10.7,6.2,28.8,1.7,0.1,14.3,1.2,1.2,2.3,0.074,-0.7,-1.7,-2.4,-0.1,0,1.2,1.4,7.5,2.5,0.337,1
9,Kyle Korver,SG,32,ATL,0.463,71,71,33.9,2406.9,13.5,0.653,1.1,12.4,6.8,13.3,1.5,0.8,13.6,3.9,2,5.9,0.118,2,0.2,2.2,2.5,0.3,1.4,2.1,12,5.5,0.472,1.3
10,John Jenkins,SG,22,ATL,0.463,13,0,12.2,158.6,4.7,0.457,2.2,13.8,8.1,10.4,0.3,0.5,20.1,-0.2,0.1,-0.1,-0.043,-5.7,-1.8,-7.5,-0.2,0.1,0.8,0.8,3.1,1.4,0.222,0.3
11,Al Horford,C,27,ATL,0.463,29,29,33,957,22,0.588,8,21.4,14.8,15.2,1.4,3.6,12.3,1.5,1.3,2.8,0.141,0.8,2,2.8,1.1,1.5,2.2,1.9,18.6,0.4,0.364,2.9
12,DeMarre Carroll,SF,27,ATL,0.463,73,73,32.1,2343.3,13.9,0.575,5.3,14.5,10,8.9,2.3,0.7,10.1,3.2,2.6,5.8,0.119,1,1.1,2.1,2.4,0.3,1.1,2.6,11.1,3.7,0.362,1.9
13,Elton Brand,PF,34,ATL,0.463,73,15,19.4,1416.2,14,0.561,8,21.5,14.8,8.1,1.4,4.9,13.8,1.4,2.1,3.6,0.121,-2.7,3.1,0.5,0.9,1.2,0.8,2.6,5.7,0,0,1.3
14,Gustavo Ayon,C,28,ATL,0.463,26,14,16.5,429,12.9,0.505,11.4,22.3,16.9,10,3,1.8,20.7,0,0.7,0.7,0.078,-3.2,3,-0.2,0.2,0.4,1.1,1.8,4.3,0,,0.8
15,Pero Antic,PF,31,ATL,0.463,50,26,18.5,925,11.7,0.545,7.2,18.9,13.1,9.8,1,1,14.5,0.5,0.9,1.4,0.075,-0.5,-0.9,-1.4,0.1,0.2,1.1,2.5,7,3.4,0.327,1.3
16,Gerald Wallace,SF,31,BOS,0.305,58,16,24.4,1415.2,10,0.543,2.8,14.5,8.5,14.9,2.7,0.8,26.1,-0.3,1.6,1.3,0.043,-2.5,2.2,-0.3,0.6,0.2,1.7,1.4,5.1,1.1,0.297,1.7
17,Jared Sullinger,PF,21,BOS,0.305,74,44,27.6,2042.4,16.4,0.497,13,20.6,16.7,10.1,0.9,1.8,10.7,1.9,2,3.9,0.091,0.3,-0.6,-0.3,0.9,0.7,1.6,3.4,13.3,2.8,0.269,2.7
18,Rajon Rondo,PG,27,BOS,0.305,30,30,33.3,999,15.3,0.461,2.4,16.6,9.3,47.7,2.1,0.2,20.7,0.2,1,1.1,0.054,0.2,-0.2,0,0.5,0.1,3.3,2.2,11.7,3,0.289,2.2
19,Phil Pressey,PG,22,BOS,0.305,75,11,15.1,1132.5,8.8,0.39,1.9,8.8,5.3,30.8,3.1,0.3,24.2,-1,1.1,0.1,0.005,-3.7,-0.6,-4.4,-0.7,0.1,1.2,1.3,2.8,1.4,0.264,0.6
20,Kelly Olynyk,C,22,BOS,0.305,70,9,20,1400,15.2,0.546,11,18.8,14.8,13.1,1.3,1.5,16,1.5,1.4,2.9,0.101,0.3,0.2,0.5,0.9,0.4,1.5,3.2,8.7,1.6,0.351,1.7
21,Chris Johnson,SF,23,BOS,0.305,40,0,19.7,788,10.8,0.537,4.3,9.8,7,6,1.8,0.4,8.6,0.9,0.5,1.4,0.085,0.1,-0.9,-0.8,0.2,0.1,0.6,1.6,6.3,3.2,0.339,1.1
22,Kris Humphries,PF,28,BOS,0.305,69,30,19.9,1373.1,18.2,0.552,10.2,24,16.9,8.2,1.2,3.4,10.9,2.3,1.8,4.1,0.143,-1.2,1.2,0,0.7,0.9,0.9,2,8.4,0,0,2.1
23,Jeff Green,SF,27,BOS,0.305,82,82,34.2,2804.4,13.1,0.52,2.1,13.6,7.7,8.4,1,1.3,11.1,1.3,2,3.3,0.057,-0.7,-1.3,-2.1,0,0.6,2,2.2,16.9,4.8,0.341,4.3
24,Vitor Faverani,C,25,BOS,0.305,37,8,13.2,488.4,11,0.502,9.5,20.6,14.9,5.2,1.5,4.3,20.1,-0.3,0.7,0.3,0.031,-4.2,1.1,-3.1,-0.1,0.7,1.1,2,4.4,1.1,0.3,1
25,Avery Bradley,PG,23,BOS,0.305,60,58,30.9,1854,12.7,0.51,2.9,11.2,6.9,8.1,1.7,0.5,9.9,0.4,1.4,1.8,0.046,-1.1,-1.4,-2.5,-0.2,0.2,1.6,2.4,14.9,3.3,0.395,1.9
26,Keith Bogans,SG,33,BOS,0.305,6,0,9.2,55.2,9.9,0.82,0,6.4,3.1,7.7,0.9,0,12,0.1,0,0.1,0.121,0.1,-2.2,-2.1,0,0,0.2,0.3,2,1,0.5,0.5
27,Vander Blue,SG,21,BOS,0.305,3,0,5,15,0.5,0.403,0,23.4,11.4,10.7,0,0,24.4,-0.1,0,-0.1,-0.214,-10.9,-3.1,-13.9,0,0,0.7,0.3,1.7,0.3,0,1.7
28,Brandon Bass,PF,28,BOS,0.305,82,73,27.6,2263.2,15,0.549,7.8,15.9,11.8,6.4,0.8,2.4,10.9,3.2,1.9,5.1,0.107,-1.3,0.2,-1.2,0.5,0.9,1.2,2.3,11.1,0.1,0.333,2.9
29,Chris Babb,SG,23,BOS,0.305,14,0,9.4,131.6,3.7,0.367,3.3,11.5,7.3,3.3,2.3,0,9.1,-0.1,0.1,0,-0.008,-3.7,-0.7,-4.4,-0.1,0,0.2,0.9,1.6,1.9,0.222,0
30,Deron Williams,PG,29,BRK,0.537,64,58,32.2,2060.8,17.6,0.564,0.9,8.9,4.9,32.8,2.4,0.5,15,3.8,1.5,5.4,0.125,2.7,-1.5,1.2,1.6,0.2,2.2,2.3,14.3,4.2,0.366,3.4
31,Jason Terry,PG,36,BRK,0.537,35,0,16.3,570.5,7.4,0.501,0.8,6.9,3.9,15.3,1.2,0,14.5,0,0.2,0.2,0.016,-1.4,-2.8,-4.2,-0.3,0,0.8,1.4,4.5,2.9,0.379,0.4
32,Mirza Teletovic,SF,28,BRK,0.537,72,7,19.4,1396.8,14.3,0.559,5.2,17.6,11.4,7.1,1.1,1.4,8.8,1.6,1.1,2.7,0.094,1.5,-2,-0.5,0.5,0.3,0.8,2,8.6,4.8,0.39,0.9
33,Tyshawn Taylor,PG,23,BRK,0.537,23,3,11.7,269.1,5.4,0.427,1.3,5.3,3.3,21.4,2.3,0.3,22.9,-0.7,0.2,-0.6,-0.098,-7,-2.7,-9.7,-0.5,0,1.3,1.3,3.9,0.5,0.25,1.3
34,Mason Plumlee,PF,23,BRK,0.537,70,22,18.2,1274,19,0.67,9.3,19.6,14.5,8.1,2,3.6,16.6,3,1.7,4.7,0.176,0.5,1.9,2.4,1.4,0.8,1.1,2.4,7.4,0,0,2.8
35,Paul Pierce,SF,36,BRK,0.537,75,68,28,2100,16.8,0.595,1.5,18.3,9.9,14.5,2.2,1.2,15.3,2.9,2.3,5.2,0.119,1.3,0.2,1.5,1.8,0.4,2,2.5,13.5,4,0.373,4.1
36,Brook Lopez,C,25,BRK,0.537,17,17,31.4,533.8,25.4,0.629,8.8,14.1,11.5,6.1,0.9,4.8,9.1,1.9,0.5,2.3,0.211,1.8,-0.7,1.1,0.4,1.8,1.6,3.1,20.7,0.1,0,6.8
37,Shaun Livingston,PG,28,BRK,0.537,76,54,26,1976,14.5,0.551,4.1,10.8,7.5,20.1,2.5,1.3,15.5,2.6,1.8,4.4,0.108,-0.5,1.1,0.6,1.3,0.4,1.4,2.3,8.3,0.1,0.167,2.5
38,Andrei Kirilenko,PF,32,BRK,0.537,45,4,19,855,12.4,0.532,7.7,12.7,10.2,13.1,2.4,1.9,20.3,0.4,0.9,1.3,0.07,-1.9,1.8,-0.1,0.4,0.4,1.2,1.4,5,0.1,0.2,2.6
39,Joe Johnson,SG,32,BRK,0.537,79,79,32.6,2575.4,15.5,0.564,2.2,10.3,6.3,15,1,0.3,9.8,3.9,1,4.9,0.091,2,-2.2,-0.1,1.2,0.1,1.5,1.6,15.8,5.1,0.401,2.5
40,Jorge Gutierrez,PG,25,BRK,0.537,15,2,16.3,244.5,8.7,0.523,1.5,9.3,5.4,19.4,2.2,0.3,19.1,0.1,0.2,0.2,0.048,-2.6,-0.8,-3.4,-0.1,0.1,0.9,2.5,4.1,0.8,0.25,0.8
41,Kevin Garnett,C,37,BRK,0.537,54,54,20.5,1107,13.3,0.467,6.5,32.1,19.3,12.4,2,3,15.5,-0.7,1.9,1.2,0.054,-4.7,2.8,-1.9,0,0.7,1.3,2.3,6.5,0.1,0,0.9
42,Jason Collins,C,35,BRK,0.537,22,1,7.8,171.6,4.1,0.485,4.9,8.3,6.6,3.5,2.4,0.5,21.4,-0.1,0.1,0.1,0.017,-4.1,0.5,-3.6,-0.1,0,0.3,1.4,1.1,0.1,0,0.2
43,Andray Blatche,PF,27,BRK,0.537,73,7,22.2,1620.6,18.8,0.532,8.9,19.9,14.4,12.8,2.4,2,12.5,1.6,2.1,3.7,0.109,-0.6,0.7,0.1,0.8,0.5,1.5,2.3,11.2,0.7,0.278,3
44,Alan Anderson,SF,31,BRK,0.537,78,26,22.7,1770.6,9.5,0.525,2.7,9.1,5.9,7.3,1.4,0.5,10.4,0.8,0.9,1.7,0.047,-0.8,-1.4,-2.2,-0.1,0.1,0.8,1.9,7.2,3.2,0.339,1.5
45,Cody Zeller,C,21,CHA,0.524,82,3,17.3,1418.6,13.1,0.498,9.4,18.8,14.1,10.4,1.5,2.3,15,0.4,2.2,2.6,0.09,-3.2,1.8,-1.3,0.2,0.5,1.1,2.1,6,0,0,2.4
46,D.J. White,PF,27,CHA,0.524,2,0,5,10,2.4,0,0,22.7,11.3,0,5.2,0,0,0,0,0,0.004,-10.3,3.4,-6.9,0,0,0,0.5,0,0,,0
47,Kemba Walker,PG,23,CHA,0.524,73,73,35.8,2613.4,16.8,0.499,1.7,11.6,6.6,29.7,1.7,1,11.6,1.8,3.3,5.1,0.093,1.6,0.2,1.7,2.4,0.4,2.3,1.8,17.7,4.5,0.333,4.6
48,Anthony Tolliver,PF,28,CHA,0.524,64,9,20.3,1299.2,11,0.605,2.9,11.8,7.3,5,0.8,0.9,6.6,1.9,1.3,3.2,0.117,0.8,-0.5,0.3,0.8,0.2,0.4,1.3,6.1,3.9,0.413,0.6
49,Jeffery Taylor,SF,24,CHA,0.524,26,8,24.2,629.2,5.9,0.436,2.7,8.1,5.4,5.7,1.1,0.6,9.5,-0.8,0.6,-0.2,-0.019,-4.2,-1.2,-5.4,-0.5,0.2,1,2.4,8,2.6,0.269,1.8
50,Jannero Pargo,PG,34,CHA,0.524,29,0,8.3,240.7,18.9,0.554,0.5,8.9,4.7,40.3,3,0.3,17.5,0.2,0.4,0.5,0.105,3.1,-2.2,0.9,0.2,0,0.9,0.6,4.7,2.1,0.4,0.4
51,Josh McRoberts,PF,26,CHA,0.524,78,78,30.3,2363.4,13.8,0.548,4,13.8,8.9,21.9,1.3,1.5,12.1,3.5,3,6.5,0.132,1.3,1.6,2.9,2.9,0.6,1.1,2.4,8.5,3.7,0.361,1.1
52,Michael Kidd-Gilchrist,SF,20,CHA,0.524,62,62,24.2,1500.4,12,0.516,8.2,16.2,12.2,5.4,1.5,2.1,12.1,0.9,2.2,3.1,0.098,-2.7,1.7,-0.9,0.4,0.6,1,2.3,7.2,0.1,0.111,3
53,Al Jefferson,C,29,CHA,0.524,73,73,35,2555,22.7,0.532,6.9,28.3,17.5,12.8,1.4,2.4,7.6,3.1,4.7,7.8,0.146,0.3,1.5,1.8,2.5,1.1,1.7,2.4,21.8,0.2,0.2,3.8
54,Gerald Henderson,SG,26,CHA,0.524,77,77,32,2464,13.1,0.507,1.4,12.9,7.1,13.9,1.1,1,9.6,0.8,2.8,3.6,0.071,-1.7,0,-1.7,0.2,0.4,1.5,2.1,14,1.5,0.348,4
55,Ben Gordon,SG,30,CHA,0.524,19,0,14.7,279.3,6.4,0.422,1.2,9.8,5.5,12.2,1.9,0.6,15.2,-0.7,0.3,-0.3,-0.058,-5.9,-1,-6.8,-0.3,0.1,1.1,0.9,5.2,1.5,0.276,1.1
56,Chris Douglas-Roberts,SF,27,CHA,0.524,49,8,20.7,1014.3,12.2,0.588,1.8,11.5,6.6,7.9,1.5,1.2,11.1,1.1,1.2,2.4,0.113,-0.3,0.4,0.1,0.5,0.3,0.7,1.2,6.9,2.7,0.386,1.7
57,Bismack Biyombo,C,21,CHA,0.524,77,9,13.9,1070.3,13.3,0.606,11,27.6,19.3,1.1,0.3,6.3,17.9,1.1,2.1,3.2,0.144,-4.7,2.2,-2.5,-0.1,1.1,0.5,1.6,2.9,0,,1.2
58,Tony Snell,SG,22,CHI,0.585,77,12,16,1232,8,0.489,1.8,9.6,5.7,9.1,1.3,0.9,11.1,-0.1,1.7,1.6,0.063,-2.9,-0.2,-3,-0.3,0.2,0.6,1.1,4.5,2.3,0.32,0.5
59,Derrick Rose,PG,25,CHI,0.585,10,10,31.1,311,9.7,0.446,3.3,8.3,5.9,26.2,0.9,0.2,16,-0.6,0.4,-0.2,-0.036,-2.8,-2.3,-5.1,-0.2,0.1,3.4,1.5,15.9,4.7,0.34,3.2
60,Joakim Noah,C,28,CHI,0.585,80,80,35.3,2824,20,0.531,11.6,24.5,18.2,26.4,1.9,3.3,17,4.5,6.6,11.2,0.19,1.1,5.5,6.6,6.1,1.5,2.4,3.1,12.6,0,0,4.2
61,Erik Murphy,C,23,CHI,0.585,24,0,2.6,62.4,0.2,0.231,3.7,10.8,7.3,4.9,0,5,13.3,-0.2,0.1,-0.1,-0.055,-9.8,1.8,-8.1,-0.1,0.2,0.1,0.3,0.3,0.1,0,0
62,Nazr Mohammed,C,36,CHI,0.585,80,1,7,560,10.1,0.445,13.6,21.7,17.7,5.8,1.3,4.1,21,-0.4,1.2,0.8,0.07,-6,2.6,-3.3,-0.2,0.4,0.5,1,1.6,0,,0.4
63,Mike James,PG,38,CHI,0.585,11,0,7,77,1.5,0.251,0,10.2,5.2,34.1,1.4,0,18.6,-0.2,0.1,-0.1,-0.073,-8.6,-2.1,-10.6,-0.2,0,0.5,1,1,0.5,0.2,0.2
64,Kirk Hinrich,PG,33,CHI,0.585,73,61,29,2117,10.8,0.494,1.7,8.5,5.2,22.6,2,1,15.1,0.4,3.3,3.8,0.085,-1.3,0.5,-0.8,0.6,0.4,1.6,2.8,9.1,3.3,0.351,1.7
65,Taj Gibson,PF,28,CHI,0.585,82,8,28.7,2353.4,16,0.524,9.8,17.1,13.5,7.3,0.9,3.7,12.8,1.4,4.4,5.7,0.117,-2.6,1.4,-1.1,0.5,1.4,1.8,2.5,13,0.1,0,3.4
66,Mike Dunleavy,SF,33,CHI,0.585,82,61,31.5,2583,12.6,0.549,2.1,13,7.6,12.3,1.3,1.4,11.3,2.4,4.1,6.5,0.121,-0.3,1.1,0.7,1.8,0.6,1.3,2,11.3,4,0.38,2
67,Jimmy Butler,SG,24,CHI,0.585,67,67,38.7,2592.9,13.5,0.522,3.9,10.5,7.2,11.1,2.6,1.1,10.8,2.4,4.6,7.1,0.131,0,2.4,2.4,2.9,0.5,1.5,1.6,13.1,3.6,0.283,5
68,Carlos Boozer,PF,32,CHI,0.585,76,76,28.2,2143.2,14.4,0.489,7.4,25.9,16.8,10.9,1.3,0.8,12.6,-0.9,4.3,3.4,0.076,-4,0.6,-3.4,-0.7,0.3,2,2.8,13.7,0,0,2.5
69,Tyler Zeller,C,24,CLE,0.402,70,9,15,1050,15.4,0.581,10.8,19.6,15.1,5.6,0.9,3,14.9,1.5,1.1,2.6,0.12,-1.9,0.2,-1.7,0.1,0.5,0.9,2,5.7,0,0,1.7
70,Dion Waiters,SG,22,CLE,0.402,70,24,29.6,2072,14,0.508,1.7,9,5.3,18.2,1.6,0.7,12.3,0.3,1.3,1.6,0.037,-0.2,-1.8,-2.1,0,0.2,2.2,2.2,15.9,3.6,0.368,3.4
71,Anderson Varejao,C,31,CLE,0.402,65,29,27.7,1800.5,17,0.527,11.4,28.2,19.6,12.2,2,1.8,12.2,2.7,2.7,5.4,0.144,-0.4,3,2.7,2.1,0.6,1.1,2.5,8.4,0.1,0,2.1
72,Tristan Thompson,PF,22,CLE,0.402,82,82,31.6,2591.2,14.9,0.528,11.4,21.5,16.3,4.5,0.8,1.1,10.6,3.4,2.3,5.7,0.106,-1.5,-0.5,-2,0,0.4,1.3,2.3,11.7,0,0,4.1
73,C.J. Miles,SG,26,CLE,0.402,51,34,19.3,984.3,16,0.569,2,9.9,5.9,9.1,2.4,1.3,9.1,1.5,0.9,2.5,0.122,2,-1.2,0.7,0.7,0.3,0.9,2,9.9,4.1,0.393,1.5
74,Sergey Karasev,SF,20,CLE,0.402,22,1,7.1,156.2,2.3,0.47,0,11.8,5.8,5.6,1,0.5,21.8,-0.2,0.1,-0.1,-0.041,-5.9,-1.6,-7.5,-0.2,0,0.5,1,1.7,0.9,0.211,0.5
75,Jarrett Jack,PG,30,CLE,0.402,80,31,28.2,2256,11.5,0.498,1.1,10.3,5.6,22.7,1.3,0.8,14.8,0.9,1.4,2.3,0.049,-1.4,-0.9,-2.3,-0.2,0.3,1.7,1.7,9.5,2.3,0.341,1.9
76,Kyrie Irving,PG,21,CLE,0.402,71,71,35.2,2499.2,20.1,0.533,2.3,9.5,5.8,31.6,2.2,0.8,12.1,4.6,2.1,6.7,0.128,4.1,-0.9,3.2,3.3,0.3,2.7,2.3,20.8,4.8,0.358,4.8
77,Scotty Hopson,SG,24,CLE,0.402,2,0,3.5,7,-6.5,0.102,0,0,0,18.8,7.4,0,0,-0.1,0,-0.1,-0.412,-12.9,-4.3,-17.2,0,0,0,0,0.5,1,0,1
78,Alonzo Gee,SF,26,CLE,0.402,65,24,15.7,1020.5,8.6,0.491,3.8,12.8,8.2,6.9,2,1.2,14.3,-0.1,1,0.9,0.041,-3.3,0.7,-2.6,-0.2,0.2,0.7,1.5,4,0.9,0.328,0.9
79,Carrick Felix,SG,23,CLE,0.402,7,0,5.4,37.8,13.3,0.603,2.9,15.1,8.9,18.2,0,0,20.2,0,0,0,0.057,-1.1,-3.5,-4.7,0,0,0.6,0.6,2.7,0.7,0.4,0.6
80,Shane Edwards,SF,26,CLE,0.402,2,0,6,12,-1,0.333,9.1,9.6,9.3,0,0,0,25,0,0,0,-0.141,-10.5,-4.7,-15.2,0,0,0.5,0.5,1,0,,0
81,Matthew Dellavedova,SG,23,CLE,0.402,72,4,17.7,1274.4,10.7,0.534,2.5,8.5,5.4,22.1,1.3,0.3,15.9,1.4,0.7,2.1,0.078,-0.5,-1.7,-2.1,0,0.1,0.8,1.7,4.7,2.2,0.368,0.7
82,Anthony Bennett,SF,20,CLE,0.402,52,0,12.8,665.6,6.9,0.425,8.1,18.4,13.1,4,1.6,1,15.5,-1.1,0.7,-0.4,-0.028,-5.8,-1.5,-7.3,-0.9,0.2,0.9,1.8,4.2,1,0.245,1.3
83,Brandan Wright,C,26,DAL,0.598,58,0,18.6,1078.8,23.5,0.695,11,15.1,13.1,4.7,1.5,4.2,8.5,4.1,1,5.1,0.227,3.1,0.6,3.6,1.5,0.9,0.6,1.6,9.1,0,,1.8
