Rk,Player,Pos,Team,WinPct,Age,G,MP,PER,Ts_pct,3PAr,FTr,ORBpct,DRBpct,TRBpct,ASTpct,STLpct,BLKpct,TOVpct,USGpct,OWS,DWS,WS,WSp48,OBPM,DBPM,BPM,VORP
308,Larry Drew,PG,PHI,0.235,24,12,219,4.5,0.388,0.448,0.052,0.5,7.2,3.7,34.2,1.4,0,29.6,16.8,-0.5,0.1,-0.4,-0.087,-7.3,-4.1,-11.4,-0.5
309,Robert Covington,SF,PHI,0.235,24,56,1548,14.2,0.541,0.582,0.263,3.4,15,9,9.6,2.7,1.2,12.5,21.4,0.9,2,2.9,0.091,0.2,-0.2,0,0.8
310,Furkan Aldemir,PF,PHI,0.235,23,28,291,12.4,0.495,0.029,0.286,16.4,22.6,19.4,8.7,1.9,3.6,21.8,7.6,0.3,0.5,0.7,0.123,-3.3,3.3,-0.1,0.1
311,T.J. Warren,SF,PHO,0.515,21,27,311,15,0.556,0.127,0.102,9.5,8.6,9,4.2,1.3,0.7,10.8,19.4,0.4,0.1,0.6,0.088,-0.8,-2.7,-3.5,-0.1
312,P.J. Tucker,SF,PHO,0.515,29,64,1910,12.8,0.555,0.446,0.229,5.2,18.4,11.7,7.4,2.2,0.8,12.9,13.4,2.2,2.1,4.2,0.106,0.3,1.2,1.5,1.7
313,Markieff Morris,PF,PHO,0.515,25,68,2109,15.8,0.522,0.17,0.203,4.5,16.2,10.3,11.6,2.1,1.2,12,23.4,1.6,2.1,3.7,0.084,-0.6,0.1,-0.5,0.8
314,Marcus Morris,PF,PHO,0.515,25,68,1624,14,0.532,0.411,0.15,4.2,15.2,9.7,9.5,1.5,0.7,8.5,19.4,2.1,1.2,3.3,0.097,0.6,-1.1,-0.5,0.6
315,Alex Len,C,PHO,0.515,21,63,1370,13.9,0.557,0.01,0.316,9.9,23.4,16.6,2.9,1.2,5.4,15.6,13.5,1.4,1.9,3.3,0.115,-2.9,2.1,-0.8,0.4
316,Gerald Green,SG,PHO,0.515,29,63,1244,14.5,0.522,0.509,0.148,2.7,11.8,7.3,10.8,1.6,0.7,11.5,27.7,0.6,0.8,1.4,0.055,0.5,-3.1,-2.6,-0.2
317,Archie Goodwin,SG,PHO,0.515,20,27,266,12.7,0.475,0.231,0.454,7,11.3,9.1,15.9,1.5,1.4,14.5,24.9,0,0.2,0.2,0.039,-2.2,-1.7,-3.9,-0.1
318,Seth Curry,PG,PHO,0.515,24,2,8,-11.5,0,0.333,0,0,27.7,13.8,15.4,0,0,0,16.4,-0.1,0,0,-0.296,-14.1,-1.8,-15.9,0
319,Eric Bledsoe,PG,PHO,0.515,25,67,2302,19.3,0.57,0.258,0.436,3,14.4,8.7,27.6,2.4,1.3,18.5,23.6,4.2,2.3,6.5,0.136,2.3,0.9,3.2,3
320,Earl Barron,C,PHO,0.515,33,9,54,5.7,0.447,0.067,0.267,12.2,8.2,10.2,2.6,1.8,0,15.2,16,0,0,0,0.018,-3.9,-2.3,-6.2,-0.1
321,Dorell Wright,SF,POR,0.667,29,40,443,13.1,0.547,0.604,0.239,2.2,16.4,9.4,10,1.8,1.3,9.8,16.6,0.6,0.7,1.2,0.135,0.1,0.7,0.8,0.3
322,C.J. McCollum,SG,POR,0.667,23,47,600,9.8,0.49,0.433,0.202,1.3,6.6,4,9.9,2,0.4,9.9,18.8,0.1,0.7,0.7,0.059,-1.6,-0.8,-2.5,-0.1
323,Wesley Matthews,SG,POR,0.667,28,60,2024,16.1,0.585,0.592,0.193,2.1,9.5,5.9,11,1.9,0.4,9,19.9,4,2.4,6.4,0.152,3.8,0.2,4,3
324,Robin Lopez,C,POR,0.667,26,43,1223,16.1,0.564,0.003,0.279,12.9,13.1,13,5.3,0.6,3.9,13,15.7,2.2,1.6,3.8,0.151,-0.1,2.3,2.3,1.3
325,Damian Lillard,PG,POR,0.667,24,66,2386,21,0.562,0.427,0.303,1.9,12.1,7.1,29,1.9,0.5,12.6,26.7,6.1,3,9.2,0.184,5.2,0.4,5.6,4.5
326,Meyers Leonard,C,POR,0.667,22,43,612,14.8,0.647,0.48,0.154,5.7,23.8,15,4.6,0.6,1.1,12.2,15.6,1.3,0.9,2.2,0.169,0.3,-0.4,0,0.3
327,Chris Kaman,C,POR,0.667,32,63,1235,16.4,0.527,0,0.2,11.2,24.8,18.1,7.9,0.6,2.9,15.4,22.4,0.7,2,2.7,0.107,-2.9,1.2,-1.7,0.1
328,Joel Freeland,C,POR,0.667,27,34,427,11.5,0.503,0,0.192,13.1,22.6,17.9,4.5,0.6,2.7,16.4,13.5,0.3,0.7,1,0.112,-3.3,1.4,-1.9,0
329,Allen Crabbe,SG,POR,0.667,22,40,479,8.9,0.55,0.615,0.094,1.1,8.3,4.8,8.8,1.4,2.1,9.1,10.3,0.5,0.6,1,0.104,-1,1.3,0.3,0.3
330,Victor Claver,SF,POR,0.667,26,10,76,9.2,0.6,0.55,0,4.3,23.5,14.1,2,0.7,0.9,16.7,14.1,0,0.1,0.1,0.091,-3,-1.1,-4.1,0
331,Steve Blake,PG,POR,0.667,34,66,1294,9.2,0.513,0.654,0.124,1.2,8.4,4.8,25.6,1.3,0.3,23.7,12.7,0.6,1.3,1.9,0.071,-1.3,-0.7,-2.1,0
332,Nicolas Batum,SF,POR,0.667,26,59,2018,13,0.512,0.506,0.167,2.6,15.5,9.2,20.7,1.6,1.3,16.5,14.7,1.7,2.8,4.5,0.108,0.4,2.6,3,2.5
333,LaMarcus Aldridge,PF,POR,0.667,29,59,2126,22.6,0.526,0.066,0.258,8.1,23,15.7,9.4,1,2,7.4,29.9,4.2,3.4,7.5,0.17,0.2,0.3,0.5,1.3
334,Derrick Williams,PF,SAC,0.328,23,59,1084,12,0.543,0.331,0.391,2.9,12.4,7.8,4.7,1.2,0.1,9.6,17.8,1.1,0.3,1.4,0.061,-0.9,-2.7,-3.6,-0.4
335,Jason Thompson,PF,SAC,0.328,28,66,1623,9.8,0.506,0.003,0.34,8,21,14.7,5.8,0.9,2.1,15,12.3,0.7,1.1,1.8,0.053,-2.5,0.8,-1.8,0.1
336,David Stockton,PG,SAC,0.328,23,1,7,-11.1,0.205,0.5,0.5,0,31.5,16.3,19.1,0,0,45,27.9,-0.1,0,-0.1,-0.501,-18.8,-1.6,-20.4,0
337,Nik Stauskas,SG,SAC,0.328,21,59,850,7,0.484,0.498,0.242,1.3,6.7,4.1,8.1,0.8,1.1,10.5,14.3,0.2,0.1,0.2,0.014,-2,-2.3,-4.3,-0.5
338,Eric Moreland,PF,SAC,0.328,23,3,2,41,1,0,0,0,55.1,28.5,0,0,0,0,22,0,0,0,0.427,5.9,-10.3,-4.4,0
339,Quincy Miller,PF,SAC,0.328,22,6,61,11.1,0.372,0.389,0.611,3.9,18.1,11.2,7.2,5,3.9,11.6,18.7,-0.1,0.1,0,0.009,-4.4,3,-1.4,0
340,Ben McLemore,SG,SAC,0.328,21,67,2188,9.6,0.544,0.479,0.192,1.4,8.6,5.1,7.7,1.2,0.6,13.3,16.8,1.2,0.4,1.5,0.034,0.1,-1.5,-1.4,0.3
341,Ray McCallum,PG,SAC,0.328,23,53,955,11.9,0.49,0.239,0.159,4.3,9.4,6.9,22,1.4,0.6,14.9,18.2,0.4,0.2,0.7,0.034,-0.6,-1.8,-2.4,-0.1
342,Carl Landry,PF,SAC,0.328,31,59,998,15,0.579,0,0.38,10.6,16,13.4,4.1,0.6,1.1,11.3,17.9,2,0.3,2.3,0.113,-0.6,-2.5,-3.1,-0.3
343,Ryan Hollins,C,SAC,0.328,30,39,359,13,0.661,0,0.694,9.9,16.9,13.5,6.1,0.7,3.3,22.1,12.7,0.5,0.2,0.7,0.098,-1.3,0.2,-1.1,0.1
344,Rudy Gay,SF,SAC,0.328,28,61,2165,19.3,0.55,0.192,0.341,4.8,13.8,9.4,19.4,1.5,1.2,12.5,26.7,4.1,1,5.2,0.115,2.8,-0.8,2,2.2
345,Reggie Evans,PF,SAC,0.328,34,38,657,11.5,0.493,0.018,0.805,14.8,28.4,21.8,5.4,1.4,0.5,19,12.7,0.4,0.6,1,0.073,-2.4,-0.2,-2.6,-0.1
346,DeMarcus Cousins,C,SAC,0.328,24,52,1761,24.8,0.549,0.007,0.52,10.5,30.2,20.7,19,2.1,3.8,16.4,33.5,2.6,2.6,5.2,0.141,1.2,2.7,3.9,2.6
347,Darren Collison,PG,SAC,0.328,27,45,1565,17.6,0.575,0.293,0.335,1.4,8.7,5.2,27.6,2.2,0.7,15.1,20.9,3.1,0.7,3.8,0.115,3,-1.3,1.7,1.4
348,Omri Casspi,SF,SAC,0.328,26,53,985,13.1,0.551,0.162,0.472,5.5,17.1,11.5,10.9,0.9,0.6,15.1,18.1,1,0.4,1.4,0.07,-1.1,-1.3,-2.4,-0.1
349,Reggie Williams,SF,SAS,0.627,28,9,46,6.7,0.397,0.556,0.111,0,14.7,7.4,13.2,1.1,0,5,19.7,0,0,0,0,-3.5,-2.4,-5.9,0
350,Tiago Splitter,C,SAS,0.627,30,43,835,17.6,0.582,0,0.408,9.9,17.2,13.6,12,1.6,3,14.1,17.4,1.7,1.3,3,0.17,0.1,2.4,2.5,0.9
351,Tony Parker,PG,SAS,0.627,32,53,1553,16.2,0.541,0.116,0.209,1,6.8,3.9,29,1.2,0.1,13.7,25,1.9,1.2,3.1,0.096,0.4,-2.4,-2,0
352,Patrick Mills,PG,SAS,0.627,26,36,608,13.6,0.514,0.537,0.128,3.2,8.1,5.7,14.8,1.5,0.2,8.7,22.3,0.6,0.6,1.1,0.088,1.3,-2.3,-1,0.2
353,Kawhi Leonard,SF,SAS,0.627,23,49,1571,20.6,0.547,0.244,0.326,5.2,20.4,12.9,12.4,3.5,2,9.5,22.5,2.7,3.2,5.8,0.178,1.8,3.1,4.9,2.7
354,Cory Joseph,PG,SAS,0.627,23,64,1265,15.4,0.565,0.107,0.35,3.4,10.7,7.1,19.5,1.5,1,12,17.1,2.4,1.3,3.7,0.141,0.2,0.1,0.3,0.7
355,Danny Green,SG,SAS,0.627,27,66,1941,16.5,0.587,0.616,0.171,2.9,14.3,8.6,9.5,2.3,3,10.2,17.7,3.1,3.1,6.2,0.152,2.5,2.1,4.6,3.2
356,Manu Ginobili,SG,SAS,0.627,37,57,1341,16.5,0.547,0.426,0.35,1.8,12.6,7.2,30,2,0.9,18.2,24.6,1.3,1.7,3,0.106,1.6,-0.3,1.2,1.1
357,Tim Duncan,PF,SAS,0.627,38,62,1842,21.8,0.542,0.009,0.365,8.9,26.8,18,17.1,1.4,4.8,12.1,22.9,3.4,3.6,7,0.182,0.3,4.2,4.5,3
358,Boris Diaw,PF,SAS,0.627,32,66,1598,12.2,0.516,0.286,0.171,4.3,15.4,9.9,18.4,1.1,0.9,15.8,17.4,0.9,1.8,2.7,0.08,-0.8,0.7,-0.1,0.7
359,Matt Bonner,PF,SAS,0.627,34,59,804,10.3,0.528,0.538,0.168,3.4,9.8,6.6,7.8,0.6,1,4.3,13.2,1.1,0.7,1.7,0.103,-0.3,-1.1,-1.3,0.1
360,Marco Belinelli,SG,SAS,0.627,28,48,1098,13.1,0.562,0.465,0.236,2.1,9.4,5.8,11,1.2,0.2,10,18.7,1.5,0.9,2.4,0.107,0.9,-1.4,-0.5,0.4
361,Aron Baynes,C,SAS,0.627,28,58,908,14.8,0.602,0.015,0.323,11.1,21.4,16.3,5.4,0.6,1.2,16,18.1,1.5,1.1,2.7,0.141,-1.5,-0.7,-2.1,0
362,Jeff Ayres,PF,SAS,0.627,27,40,311,13.6,0.611,0,0.392,9.9,21.7,15.9,5.4,1.2,1.7,17.2,15.3,0.5,0.4,0.9,0.142,-2.2,0.3,-1.9,0
363,Kyle Anderson,SF,SAS,0.627,21,28,340,8.3,0.397,0.134,0.171,1.7,20.8,11.3,11.7,2,1.6,10.2,13.1,-0.2,0.5,0.3,0.042,-5,2.2,-2.8,-0.1
364,Louis Williams,SG,TOR,0.603,28,67,1645,19.7,0.558,0.483,0.449,1.5,7.2,4.3,13.1,2.3,0.4,8.1,26.9,4.4,1,5.4,0.156,3.9,-3,0.9,1.2
365,Greivis Vasquez,PG,TOR,0.603,28,68,1557,13,0.508,0.475,0.099,1.3,11.4,6.3,25.1,1.2,0.5,13.4,20.7,1.4,0.8,2.2,0.067,1,-2.2,-1.1,0.4
366,Jonas Valanciunas,C,TOR,0.603,22,66,1730,20.7,0.627,0,0.444,12,26.4,19.2,2.5,0.8,3.5,12.3,18.8,4.9,2,6.9,0.193,0.1,-0.7,-0.6,0.6
367,Greg Stiemsma,C,TOR,0.603,29,15,60,10.4,0.799,0,0.571,17.1,11.6,14.4,7.3,1.7,0,40.7,11.1,0.1,0,0.1,0.096,0.6,-0.4,0.2,0
368,Terrence Ross,SF,TOR,0.603,23,68,1716,11.2,0.521,0.521,0.079,1.7,11.5,6.6,6.4,1.3,1,8.5,18.5,1.1,0.9,2,0.056,0.2,-1.6,-1.4,0.2
369,Patrick Patterson,PF,TOR,0.603,25,67,1768,15,0.577,0.517,0.138,7,16.7,11.8,10,1.3,1.6,8.1,13.2,3.9,1.4,5.3,0.143,2.7,0.6,3.3,2.4
370,Lucas Nogueira,C,TOR,0.603,22,6,23,5.2,0.307,0,0.5,9.9,45.4,27.5,6.2,4.5,0,17,23,-0.1,0.1,0,-0.071,-10.9,0.8,-10.1,0
371,Kyle Lowry,PG,TOR,0.603,28,65,2263,19.5,0.53,0.371,0.302,2.5,12.9,7.6,32.9,2.3,0.4,12.8,25.2,5,1.9,6.9,0.146,4.4,-0.5,3.9,3.4
372,James Johnson,PF,TOR,0.603,27,58,1167,18.2,0.624,0.124,0.224,5,17.1,11,11,2.2,4.5,14.9,16.8,2.2,1.5,3.7,0.151,0.8,2.7,3.5,1.6
373,Amir Johnson,PF,TOR,0.603,27,65,1729,15.2,0.603,0.079,0.249,9.2,16.4,12.8,8.6,1.2,2.4,15.9,15.7,3,1.4,4.4,0.122,0.9,1.1,1.9,1.7
374,Chuck Hayes,C,TOR,0.603,31,25,218,9.5,0.491,0,0.275,5.7,14.9,10.3,11.2,2.4,1.1,15.1,10.9,0.1,0.2,0.3,0.076,-2.2,1.4,-0.8,0.1
375,Tyler Hansbrough,PF,TOR,0.603,29,60,762,11.9,0.567,0.063,0.893,11.7,17.4,14.5,2.8,1.5,1.2,9.8,10.2,1.5,0.6,2.2,0.136,-0.5,-0.3,-0.8,0.2
376,Landry Fields,SF,TOR,0.603,26,22,208,11.1,0.539,0.05,0.15,5.5,7.8,6.6,9.8,2.7,0,15.8,10.9,0.2,0.1,0.3,0.076,-1.2,0.3,-0.9,0.1
377,DeMar DeRozan,SG,TOR,0.603,25,47,1607,16.1,0.493,0.081,0.429,2,12.7,7.3,15.8,1.9,0.4,9.8,28.2,1.3,1.1,2.4,0.072,-1.1,-1.3,-2.4,-0.2
378,Bruno Caboclo,SF,TOR,0.603,19,4,16,9.3,0.444,0.333,0,7.1,7.3,7.2,0,0,5,10,28.1,0,0,0,-0.061,-6.2,-6.3,-12.4,0
451,Elijah Millsap,SG,UTA,0.448,27,33,679,6.3,0.43,0.393,0.31,3.1,13.4,8.3,8.7,3.1,1.3,20.1,16.2,-0.9,0.9,0,-0.001,-3.9,1.6,-2.3,-0.1
452,Joe Ingles,SF,UTA,0.448,27,64,1342,9.2,0.505,0.565,0.127,1.6,11.2,6.5,17.6,2.3,0.5,21,11.9,0.3,1.2,1.5,0.055,-1.3,0.5,-0.8,0.4
453,Rodney Hood,SG,UTA,0.448,22,38,737,10.5,0.518,0.508,0.225,1.1,12.5,6.9,11.6,1.4,1,11.4,18.6,0.5,0.6,1.1,0.072,-0.5,-1.3,-1.8,0
454,Gordon Hayward,SF,UTA,0.448,24,66,2294,20.4,0.573,0.3,0.413,2.4,13.8,8.1,21.8,2.1,0.9,14,26.4,5.3,2.3,7.6,0.158,3.6,-0.2,3.5,3.2
455,Rudy Gobert,C,UTA,0.448,22,67,1636,21.9,0.631,0.006,0.62,14.6,27.4,21.1,8.2,1.6,7.5,17.4,13.7,3.8,3.2,7,0.206,0.8,5.2,6,3.3
456,Derrick Favors,PF,UTA,0.448,23,63,1980,22.4,0.57,0.003,0.37,9.8,20.1,15,9.4,1.4,4.3,10,23.3,4.9,2.7,7.6,0.184,1.4,1.6,3,2.5
457,Dante Exum,PG,UTA,0.448,19,67,1433,6.9,0.472,0.627,0.093,1.8,7,4.4,16.5,1.2,0.7,18.6,13.6,-0.2,0.7,0.5,0.018,-1.7,-1.4,-3.1,-0.4
458,Jeremy Evans,SF,UTA,0.448,27,27,142,18,0.586,0.071,0.357,8.3,24.1,16.3,7.8,1.9,6.2,8.5,11.5,0.3,0.3,0.6,0.189,-1.2,3.7,2.5,0.2
459,Bryce Cotton,PG,UTA,0.448,22,4,15,7.8,0.363,0.333,0.333,0,15.2,7.7,19.8,3.6,0,12.7,24.1,0,0,0,-0.022,-5.4,-0.8,-6.2,0
460,Jack Cooley,PF,UTA,0.448,23,3,14,17.8,0.6,0,0,0,24.4,12.4,0,3.8,0,0,16.4,0,0,0.1,0.179,-3.3,-3,-6.3,0
461,Ian Clark,SG,UTA,0.448,23,22,147,8.4,0.486,0.55,0.125,3.2,7,5.1,9.5,1.8,1.1,14.2,15.4,0,0.1,0.1,0.041,-2,-1.4,-3.4,-0.1
462,Patrick Christopher,SG,UTA,0.448,26,4,29,-2.6,0.25,0.333,0,8.1,15.7,12,0,1.8,0,7.7,20.6,-0.1,0,-0.1,-0.154,-10.4,-5.8,-16.2,-0.1
463,Alec Burks,SG,UTA,0.448,23,27,899,13.1,0.524,0.227,0.43,2.5,12,7.3,15.1,1,0.4,12.7,20.9,1.1,0.5,1.6,0.087,-0.3,-1.2,-1.5,0.1
464,Trey Burke,PG,UTA,0.448,22,66,2005,12.3,0.455,0.382,0.141,1.5,8.2,4.9,25.1,1.4,0.6,10.5,23.2,0.8,1.1,2,0.047,0,-2.1,-2.1,-0.1
465,Trevor Booker,PF,UTA,0.448,27,65,1206,14.5,0.533,0.168,0.283,10.6,18.6,14.7,7.7,1.5,1.7,15.7,18.5,0.9,1.3,2.3,0.09,-1,0.1,-0.9,0.3
466,Jerrelle Benimon,PF,UTA,0.448,23,2,3,4.7,,,,39.1,75.9,57.8,0,0,0,100,15.3,0,0,0,-0.217,-19.9,-6.7,-26.6,0
467,Martell Webster,SF,WAS,0.588,28,22,220,3.5,0.411,0.482,0.589,2.1,11.7,7,7.5,0.9,0.4,17.5,17.7,-0.4,0.2,-0.2,-0.037,-5.7,-1.4,-7,-0.3
468,John Wall,PG,WAS,0.588,24,68,2425,20.6,0.532,0.189,0.32,1.6,12.8,7.3,45.8,2.6,1.4,18.5,25.5,3.8,3.6,7.5,0.148,2.8,1.3,4,3.7
469,Garrett Temple,SG,WAS,0.588,28,52,735,11,0.534,0.518,0.282,3.8,10,7,10.9,2.9,1,15.1,13.9,0.5,1.1,1.6,0.102,-0.5,1.5,1,0.6
470,Kevin Seraphin,C,WAS,0.588,25,65,991,13.1,0.548,0.003,0.176,8.9,17.2,13.2,8.1,0.4,3.5,17.2,21.7,0.3,1.3,1.6,0.075,-3.1,0.5,-2.6,-0.2
471,Glen Rice,SG,WAS,0.588,24,5,43,-3.6,0.312,0.467,0.4,5.4,5.2,5.3,6.4,0,0,10.2,20.8,-0.1,0,-0.1,-0.12,-6.9,-4,-11,-0.1
472,Otto Porter,SF,WAS,0.588,21,61,1156,11.3,0.508,0.25,0.2,5.5,11.2,8.4,7.3,1.5,1.8,9.8,15.2,0.8,1.4,2.2,0.09,-1.4,0.9,-0.6,0.4
473,Paul Pierce,SF,WAS,0.588,37,63,1686,16.3,0.596,0.45,0.337,2.9,14.4,8.8,11.7,1.3,1,11.2,20.7,3.4,2,5.4,0.153,2.4,-0.2,2.2,1.8
474,Kris Humphries,PF,WAS,0.588,29,56,1192,15.7,0.514,0.01,0.257,10.6,25,17.9,6.3,1.3,1.5,8.7,18.5,1.5,1.9,3.4,0.137,-1.9,0.6,-1.3,0.2
475,Nene Hilario,PF,WAS,0.588,32,58,1478,14.9,0.542,0.01,0.33,5.4,16.8,11.2,12.7,2.1,1.1,15,21.7,0.8,2.2,3,0.098,-1.4,1.5,0.1,0.8
476,Marcin Gortat,C,WAS,0.588,30,68,2040,17.4,0.582,0.005,0.235,8.2,24.3,16.5,5.6,0.9,3.5,11.5,17.8,3.1,3.4,6.5,0.153,-1,2,1,1.5
477,Drew Gooden,PF,WAS,0.588,33,38,560,10.9,0.457,0.211,0.146,9.6,18.1,13.9,7.3,1.3,1.2,9.6,17.7,0.1,0.7,0.9,0.074,-2.5,0.1,-2.4,-0.1
478,Rasual Butler,SF,WAS,0.588,35,62,1267,12,0.541,0.465,0.125,2.1,12.5,7.4,7,0.9,1.2,8.5,18.2,1.1,1.3,2.4,0.09,-0.4,-0.9,-1.3,0.2
479,DeJuan Blair,PF,WAS,0.588,25,23,135,7.7,0.491,0,0.095,9.5,26.4,18.2,3.4,1.1,0.6,18.6,18.1,-0.1,0.2,0.1,0.037,-6.3,-1.2,-7.5,-0.2
480,Bradley Beal,SG,WAS,0.588,21,50,1676,13.6,0.517,0.307,0.198,3.2,9.8,6.6,15.1,1.8,0.6,11.8,22,1.1,1.9,3,0.085,0.5,0.1,0.5,1.1
